customer_id,tenure_months,monthly_charges,total_charges,contract_type,internet_service,tech_support,payment_method,num_support_calls,churn
1152,24,59.32,7355.28,One year,No,No,Mailed check,1,0
1153,60,79.06,3401.69,Month-to-month,Fiber optic,No,Bank transfer,3,1
1154,45,86.1,2750.22,Month-to-month,DSL,Yes,Bank transfer,1,1
1155,3,27.85,7693.17,Month-to-month,DSL,Yes,Credit card,2,1
1156,37,74.45,3569.92,Month-to-month,Fiber optic,No,Mailed check,3,1
1157,43,90.93,3922.61,Two year,Fiber optic,No,Bank transfer,2,1
1158,40,36.73,2826.17,Month-to-month,Fiber optic,Yes,Mailed check,1,0
1159,55,98.06,7278.2,Month-to-month,DSL,No,Credit card,0,1
1160,39,78.38,4560.26,One year,No,Yes,Mailed check,4,0
1161,15,115.22,6102.15,Month-to-month,Fiber optic,Yes,Electronic check,1,1
1162,4,24.24,6498.22,Month-to-month,DSL,Yes,Credit card,0,1
1163,25,46.53,2747.96,Two year,Fiber optic,No,Credit card,2,0
1164,13,80.16,3480.88,Two year,Fiber optic,No,Mailed check,1,0
1165,33,49.66,6790.8,One year,No,Yes,Mailed check,3,0
1166,16,91.44,2918.78,Month-to-month,No,Yes,Bank transfer,1,1
1167,42,95.9,6355.6,One year,DSL,Yes,Electronic check,1,0
1168,66,30.25,7529.12,One year,No,No,Credit card,0,1
1169,55,71.39,4993.22,Month-to-month,Fiber optic,Yes,Credit card,1,1
1170,42,70.89,5938.19,Month-to-month,No,No,Credit card,0,1
1171,34,56.93,6444.68,Two year,DSL,Yes,Bank transfer,2,0
1172,30,113.29,6763.42,Month-to-month,Fiber optic,No,Electronic check,1,1
1173,13,102.75,3172.53,One year,DSL,Yes,Credit card,1,0
1174,13,89.72,429.08,Month-to-month,No,No,Credit card,1,1
1175,18,91.43,3226.97,Month-to-month,DSL,Yes,Bank transfer,2,1
1176,32,66.17,5396.57,Month-to-month,Fiber optic,Yes,Mailed check,1,0
1177,39,112.1,3613.8,Two year,DSL,No,Credit card,1,0
1178,46,89.46,5996.73,Month-to-month,DSL,No,Electronic check,1,1
1179,29,92.9,2868.72,Month-to-month,Fiber optic,No,Electronic check,2,1
1180,62,106.17,5085.26,One year,No,No,Electronic check,0,1
1181,62,47.41,1507.63,One year,Fiber optic,No,Electronic check,3,1
1182,57,100.71,5999.97,Two year,No,No,Bank transfer,1,1
1183,16,39.52,4374.65,Month-to-month,DSL,Yes,Credit card,1,1
1184,56,54.53,1648.43,Month-to-month,Fiber optic,No,Bank transfer,1,1
1185,10,53.56,2349.45,Two year,Fiber optic,No,Electronic check,3,1
1186,30,117.85,5993.9,One year,DSL,Yes,Electronic check,3,0
1187,25,105.65,3871.16,Month-to-month,Fiber optic,No,Electronic check,0,1
1188,5,90.12,1743.93,Month-to-month,Fiber optic,Yes,Bank transfer,0,1
1189,65,92.71,7738.82,Two year,Fiber optic,Yes,Electronic check,2,0
1190,49,76.21,5726.7,Month-to-month,Fiber optic,No,Credit card,3,1
1191,3,114.71,7657.94,One year,Fiber optic,No,Electronic check,1,0
1192,45,69.63,3428.3,Month-to-month,DSL,Yes,Credit card,0,1
1193,14,58.05,3811.3,Month-to-month,DSL,Yes,Credit card,0,0
1194,30,36.3,7185.68,One year,Fiber optic,No,Electronic check,1,1
1195,68,98.62,4209.89,Month-to-month,DSL,Yes,Bank transfer,0,1
1196,18,93.44,5664.09,Month-to-month,DSL,No,Mailed check,0,0
1197,62,58.44,2032.34,Month-to-month,Fiber optic,No,Mailed check,0,1
1198,37,22.52,3584.88,Month-to-month,Fiber optic,No,Credit card,2,0
1199,25,103.9,1005.13,One year,DSL,No,Bank transfer,1,0
1200,48,21.14,1663.72,Two year,Fiber optic,No,Mailed check,0,0
1201,65,90.37,27.53,One year,Fiber optic,No,Electronic check,1,0
1202,53,117.03,333.34,Month-to-month,DSL,No,Electronic check,4,1
1203,15,63.77,7818.72,Month-to-month,Fiber optic,No,Credit card,1,1
1204,49,43.5,1953.98,Month-to-month,Fiber optic,No,Bank transfer,1,0
1205,68,90.49,5313.22,Two year,Fiber optic,No,Bank transfer,2,1
1206,12,101.71,6716.02,Two year,Fiber optic,Yes,Mailed check,1,0
1207,59,74.64,4414.27,Two year,DSL,Yes,Mailed check,3,0
1208,37,116.7,1242.09,Month-to-month,Fiber optic,Yes,Electronic check,0,1
1209,61,25.17,5830.37,Month-to-month,Fiber optic,Yes,Credit card,1,1
1210,43,70.48,4810.01,Month-to-month,No,Yes,Bank transfer,0,0
1211,70,91.85,5855.38,Month-to-month,No,No,Mailed check,2,1
1212,39,106.26,6162.58,Month-to-month,Fiber optic,No,Mailed check,0,1
1213,56,37.93,7803.77,Two year,DSL,No,Credit card,1,0
1214,63,100.0,4597.03,Month-to-month,DSL,No,Credit card,2,1
1215,46,75.27,2746.3,Month-to-month,DSL,No,Electronic check,0,1
1216,11,59.66,5194.75,Month-to-month,Fiber optic,No,Credit card,0,1
1217,62,33.17,566.16,Two year,DSL,No,Electronic check,2,1
1218,25,106.53,7181.23,One year,Fiber optic,Yes,Electronic check,0,0
1219,71,35.73,972.66,One year,DSL,No,Credit card,0,0
1220,52,50.98,2636.19,Two year,No,No,Credit card,2,0
1221,4,49.0,6529.65,Month-to-month,DSL,Yes,Credit card,3,0
1222,59,107.14,4786.55,One year,No,No,Credit card,0,0
1223,20,87.27,3161.21,Month-to-month,No,No,Credit card,0,1
1224,63,99.67,3798.02,Month-to-month,Fiber optic,Yes,Electronic check,3,1
1225,54,45.05,6839.29,Two year,Fiber optic,No,Mailed check,1,0
1226,57,82.49,2733.24,One year,Fiber optic,Yes,Bank transfer,1,0
1227,41,77.17,6959.8,Month-to-month,Fiber optic,Yes,Bank transfer,0,0
1228,3,103.28,723.31,Month-to-month,DSL,No,Electronic check,1,1
1229,6,110.61,6218.85,Month-to-month,DSL,No,Electronic check,1,1
1230,5,21.22,6783.43,Month-to-month,Fiber optic,No,Mailed check,3,1
1231,5,87.4,1470.9,Month-to-month,Fiber optic,No,Credit card,4,1
1232,54,25.18,3454.17,Month-to-month,Fiber optic,Yes,Electronic check,1,1
1233,47,74.89,1340.69,Month-to-month,DSL,No,Bank transfer,3,1
1234,49,48.76,5658.7,Two year,Fiber optic,No,Credit card,1,0
1235,9,50.68,4292.08,Month-to-month,DSL,No,Electronic check,1,1
1236,20,55.3,5089.88,Month-to-month,DSL,Yes,Credit card,1,1
1237,61,82.13,1587.97,Month-to-month,DSL,No,Bank transfer,2,1
1238,35,53.4,1709.73,Two year,DSL,No,Credit card,0,0
1239,50,93.27,351.15,Month-to-month,DSL,No,Electronic check,1,1
1240,62,60.45,2590.1,Month-to-month,No,No,Electronic check,2,1
1241,17,26.84,4486.76,Month-to-month,DSL,Yes,Bank transfer,1,0
1242,3,98.38,6866.32,One year,Fiber optic,No,Mailed check,3,0
1243,32,48.58,5342.08,One year,DSL,No,Mailed check,1,1
1244,13,63.28,3494.46,Two year,No,Yes,Credit card,2,0
1245,68,88.54,7625.9,Two year,Fiber optic,No,Electronic check,1,0
1246,14,53.25,5759.58,One year,DSL,No,Electronic check,0,0
1247,11,25.66,7442.72,One year,Fiber optic,No,Bank transfer,0,0
1248,56,57.39,4230.15,Month-to-month,Fiber optic,No,Bank transfer,1,1
1249,67,114.44,2086.06,Month-to-month,Fiber optic,Yes,Electronic check,1,0
1250,29,84.17,441.56,Two year,DSL,No,Bank transfer,0,0
1251,9,87.15,5814.16,Month-to-month,No,No,Mailed check,1,1
1252,67,83.23,988.0,Month-to-month,Fiber optic,Yes,Mailed check,2,1
1253,25,39.9,2436.15,One year,DSL,Yes,Credit card,1,0
1254,42,61.83,4269.12,Month-to-month,Fiber optic,Yes,Bank transfer,3,0
1255,9,95.09,4524.04,One year,Fiber optic,No,Credit card,3,0
1256,40,30.14,4812.65,One year,No,No,Bank transfer,0,1
1257,25,47.79,1346.72,Month-to-month,Fiber optic,No,Bank transfer,1,1
1258,5,47.63,3050.3,Two year,Fiber optic,No,Mailed check,1,1
1259,11,63.2,4945.21,Month-to-month,DSL,No,Electronic check,0,1
1260,59,118.04,7759.15,Month-to-month,No,Yes,Bank transfer,0,0
1261,38,26.75,5826.5,Month-to-month,Fiber optic,No,Bank transfer,1,1
1262,5,71.87,7382.38,One year,DSL,No,Bank transfer,0,0
1263,48,37.94,6102.45,One year,DSL,No,Electronic check,2,0
1264,18,117.07,4741.9,Month-to-month,DSL,No,Credit card,1,1
1265,70,31.33,1552.35,One year,No,No,Credit card,2,0
1266,37,60.36,5340.15,Month-to-month,DSL,No,Bank transfer,5,1
1267,60,93.79,4994.57,Two year,Fiber optic,Yes,Bank transfer,1,0
1268,48,90.46,4827.7,Month-to-month,DSL,No,Credit card,1,1
1269,28,62.27,3928.49,One year,Fiber optic,Yes,Credit card,2,0
1270,69,54.65,4238.68,Month-to-month,Fiber optic,Yes,Mailed check,0,1
1271,40,59.76,2688.85,Month-to-month,No,No,Bank transfer,2,1
1272,45,46.43,4164.12,Month-to-month,Fiber optic,Yes,Credit card,1,1
1273,62,40.53,1596.5,Two year,No,Yes,Mailed check,1,0
1274,58,68.3,6445.29,Month-to-month,Fiber optic,Yes,Electronic check,1,0
1275,67,46.85,1502.5,Two year,DSL,No,Bank transfer,1,0
1276,56,48.75,698.03,Month-to-month,DSL,No,Credit card,1,1
1277,40,85.68,3501.24,Month-to-month,Fiber optic,No,Bank transfer,1,1
1278,40,116.85,5273.29,Month-to-month,No,Yes,Mailed check,1,0
1279,33,80.36,3512.98,Two year,No,No,Credit card,3,0
1280,6,27.7,2228.5,Month-to-month,DSL,No,Electronic check,1,1
1281,19,27.56,4474.21,Two year,DSL,Yes,Electronic check,0,0
1282,40,115.14,2789.08,Two year,DSL,No,Mailed check,3,0
1283,59,49.73,7464.28,Two year,No,No,Electronic check,0,0
1284,59,29.21,7382.71,Month-to-month,No,Yes,Electronic check,3,0
1285,48,79.9,4028.93,One year,Fiber optic,No,Electronic check,2,0
1286,41,82.36,2636.51,One year,Fiber optic,No,Electronic check,1,1
1287,13,84.85,5902.32,Month-to-month,Fiber optic,Yes,Electronic check,2,1
1288,45,46.74,312.97,One year,Fiber optic,Yes,Electronic check,4,1
1289,53,21.51,3808.66,Month-to-month,DSL,Yes,Electronic check,1,0
1290,42,116.5,2703.86,Month-to-month,Fiber optic,Yes,Credit card,0,0
1291,63,45.09,7365.88,Month-to-month,DSL,No,Electronic check,4,1
1292,27,87.6,115.78,Month-to-month,DSL,No,Credit card,2,0
1293,38,90.66,4431.46,Month-to-month,No,Yes,Bank transfer,3,1
1294,60,81.0,5930.5,Month-to-month,Fiber optic,No,Mailed check,3,0
1295,7,51.29,3890.44,One year,Fiber optic,Yes,Electronic check,4,1
1296,5,47.11,701.52,Month-to-month,Fiber optic,Yes,Mailed check,0,1
1297,45,79.77,7780.24,Month-to-month,Fiber optic,Yes,Electronic check,1,0
1298,58,106.61,4153.72,Month-to-month,Fiber optic,No,Credit card,1,1
1299,31,114.67,4921.21,One year,Fiber optic,No,Electronic check,1,0
1300,23,30.59,1908.15,One year,Fiber optic,Yes,Bank transfer,1,0
1301,42,35.48,3878.31,One year,Fiber optic,Yes,Mailed check,0,0
1302,10,114.47,3444.61,One year,DSL,No,Mailed check,1,1
1303,32,93.65,617.67,Month-to-month,DSL,No,Bank transfer,1,1
1304,53,108.3,867.16,One year,Fiber optic,Yes,Credit card,5,0
1305,30,40.26,6703.03,Month-to-month,DSL,Yes,Credit card,1,0
1306,39,78.76,1933.76,Month-to-month,Fiber optic,No,Bank transfer,2,0
1307,31,90.11,1575.77,One year,DSL,No,Mailed check,2,0
1308,2,88.01,4049.19,Month-to-month,DSL,Yes,Electronic check,2,0
1309,12,60.82,6154.6,One year,Fiber optic,No,Credit card,3,0
1310,39,21.54,514.33,One year,No,No,Electronic check,2,1
1311,66,78.29,4622.93,Month-to-month,DSL,No,Mailed check,1,1
1312,13,45.31,971.3,Month-to-month,Fiber optic,No,Electronic check,1,1
1313,46,65.03,310.96,Month-to-month,Fiber optic,No,Bank transfer,2,1
1314,27,115.76,440.9,Two year,DSL,No,Credit card,1,0
1315,17,59.9,6676.63,One year,Fiber optic,Yes,Credit card,3,0
1316,60,103.98,961.42,Month-to-month,Fiber optic,Yes,Bank transfer,4,1
1317,64,38.85,380.31,Month-to-month,Fiber optic,No,Bank transfer,2,1
1318,35,87.25,3514.44,One year,No,Yes,Credit card,1,0
1319,70,117.7,6755.07,Two year,DSL,No,Credit card,0,0
1320,30,30.19,2114.02,Month-to-month,DSL,No,Credit card,1,0
1321,71,20.83,3385.27,Month-to-month,No,No,Mailed check,1,1
1322,63,63.36,338.58,Two year,Fiber optic,No,Mailed check,0,0
1323,28,29.26,3603.65,Month-to-month,Fiber optic,Yes,Mailed check,0,1
1324,60,94.84,4629.35,Month-to-month,Fiber optic,No,Electronic check,0,1
1325,37,111.45,4575.84,Two year,DSL,No,Mailed check,1,0
1326,22,63.4,2672.77,One year,Fiber optic,Yes,Credit card,3,0
1327,68,45.87,2537.95,Month-to-month,DSL,No,Mailed check,1,1
1328,20,63.44,870.86,Month-to-month,DSL,Yes,Credit card,1,0
1329,68,92.34,2947.05,Month-to-month,DSL,No,Bank transfer,1,1
1330,64,20.91,813.97,Month-to-month,No,No,Electronic check,2,0
1331,17,78.95,6137.44,Two year,DSL,Yes,Electronic check,5,0
1332,12,81.33,7730.87,Month-to-month,Fiber optic,No,Bank transfer,2,1
1333,22,83.77,7761.19,One year,No,No,Credit card,3,0
1334,17,44.2,6923.27,Two year,Fiber optic,Yes,Electronic check,3,0
1335,10,91.41,4814.32,Month-to-month,Fiber optic,Yes,Mailed check,1,0
1336,65,29.14,5612.91,Month-to-month,Fiber optic,No,Credit card,2,1
1337,22,39.93,2295.94,Month-to-month,DSL,No,Electronic check,1,0
1338,50,107.75,5053.55,Two year,Fiber optic,No,Bank transfer,0,0
1339,14,93.87,3656.08,Two year,Fiber optic,No,Credit card,1,0
1340,64,21.37,3866.5,Month-to-month,No,No,Electronic check,5,1
1341,47,44.84,6067.06,One year,No,No,Bank transfer,1,0
1342,29,41.44,2269.71,One year,No,No,Credit card,2,0
1343,36,47.08,2557.96,Two year,No,No,Mailed check,1,1
1344,52,44.76,7398.64,Month-to-month,Fiber optic,Yes,Credit card,2,0
1345,7,26.25,468.67,Month-to-month,Fiber optic,Yes,Mailed check,5,1
1346,29,65.89,3895.36,Two year,No,No,Credit card,0,0
1347,11,93.27,7304.15,Month-to-month,Fiber optic,Yes,Bank transfer,1,1
1348,33,80.67,4890.7,Month-to-month,No,No,Mailed check,2,0
1349,6,87.29,4380.33,Month-to-month,Fiber optic,No,Mailed check,1,0
1350,32,28.11,2012.96,Month-to-month,Fiber optic,Yes,Credit card,3,0
1351,51,115.15,2759.34,Month-to-month,Fiber optic,No,Electronic check,2,1
1352,58,103.85,6819.35,Two year,No,No,Mailed check,4,0
1353,26,100.51,4482.56,Month-to-month,DSL,No,Credit card,2,1
1354,46,102.3,4127.64,Month-to-month,Fiber optic,Yes,Bank transfer,0,1
1355,29,113.27,814.65,One year,Fiber optic,Yes,Credit card,1,0
1356,4,74.43,147.9,Month-to-month,DSL,No,Credit card,2,1
1357,13,40.03,7710.21,Month-to-month,Fiber optic,No,Mailed check,1,0
1358,39,81.68,3028.35,One year,Fiber optic,Yes,Electronic check,3,0
1359,15,94.29,4833.64,Two year,Fiber optic,Yes,Bank transfer,1,0
1360,29,93.79,656.13,One year,DSL,No,Mailed check,4,0
1361,29,72.14,5471.25,One year,Fiber optic,No,Mailed check,2,0
1362,32,26.85,7461.88,Month-to-month,Fiber optic,No,Mailed check,0,1
1363,2,57.11,4613.81,Two year,Fiber optic,No,Bank transfer,3,1
1364,47,112.08,1026.4,Month-to-month,DSL,No,Electronic check,0,1
1365,22,78.44,4662.14,One year,No,Yes,Bank transfer,1,0
1366,27,73.83,6135.45,Month-to-month,Fiber optic,No,Bank transfer,3,1
1367,67,46.89,3263.2,Two year,Fiber optic,Yes,Electronic check,0,0
1368,56,56.84,7041.11,One year,Fiber optic,No,Bank transfer,4,0
1369,21,109.53,5196.49,One year,Fiber optic,No,Credit card,0,1
1370,47,86.65,7196.01,Month-to-month,Fiber optic,Yes,Bank transfer,4,1
1371,59,98.74,4995.57,Month-to-month,Fiber optic,No,Mailed check,2,1
1372,6,65.43,1067.68,One year,Fiber optic,No,Bank transfer,2,0
1373,19,83.02,2491.34,One year,Fiber optic,Yes,Mailed check,2,0
1374,57,44.84,1630.32,Month-to-month,Fiber optic,No,Bank transfer,1,1
1375,69,90.55,7272.44,Two year,DSL,Yes,Mailed check,1,0
1376,3,62.76,6087.99,Two year,Fiber optic,No,Mailed check,0,1
1377,1,64.25,5417.66,Month-to-month,DSL,No,Mailed check,4,1
1378,58,84.93,2421.71,Two year,DSL,Yes,Electronic check,1,0
1379,38,113.63,1488.68,Month-to-month,No,No,Bank transfer,0,1
1380,15,26.4,6056.48,Month-to-month,Fiber optic,Yes,Bank transfer,1,1
1381,34,102.47,3803.78,Month-to-month,Fiber optic,No,Credit card,1,1
1382,61,49.24,1821.8,One year,Fiber optic,No,Credit card,1,0
1383,35,64.39,4940.64,One year,No,Yes,Credit card,0,0
1384,64,22.19,341.86,Month-to-month,Fiber optic,Yes,Bank transfer,1,0
1385,25,50.1,2622.84,One year,Fiber optic,No,Electronic check,2,1
1386,24,70.26,3759.08,One year,Fiber optic,No,Mailed check,3,1
1387,12,25.62,1200.71,One year,No,Yes,Bank transfer,1,0
1388,18,69.11,7877.54,Month-to-month,No,No,Electronic check,0,1
1389,15,112.71,1688.6,Two year,No,Yes,Electronic check,2,0
1390,27,30.54,1060.22,Month-to-month,DSL,Yes,Bank transfer,2,1
1391,60,96.44,1644.21,Month-to-month,DSL,No,Mailed check,1,1
1392,46,60.97,6157.11,Month-to-month,DSL,Yes,Electronic check,0,0
1393,17,85.52,3415.54,Month-to-month,DSL,No,Bank transfer,1,1
1394,53,46.02,4532.02,Two year,No,No,Mailed check,2,0
1395,8,35.95,187.65,Month-to-month,DSL,No,Credit card,0,1
1396,27,36.05,294.76,One year,DSL,No,Electronic check,4,1
1397,46,27.05,3577.69,Month-to-month,DSL,No,Electronic check,0,1
1398,50,38.56,6536.91,Month-to-month,DSL,No,Bank transfer,4,1
1399,71,86.42,7084.21,Two year,DSL,No,Bank transfer,3,0
1400,3,108.17,711.92,One year,Fiber optic,No,Mailed check,1,0
1401,64,101.41,4316.14,Month-to-month,Fiber optic,No,Credit card,0,1
1402,44,88.51,7307.57,Month-to-month,DSL,Yes,Credit card,1,0
1403,53,31.04,3116.02,Month-to-month,Fiber optic,No,Bank transfer,1,1
1404,24,48.92,6639.94,Month-to-month,Fiber optic,No,Bank transfer,3,0
1405,60,50.98,1086.89,One year,DSL,No,Mailed check,3,0
1406,3,45.0,7484.45,One year,Fiber optic,No,Bank transfer,0,0
1407,20,71.5,6016.36,Month-to-month,Fiber optic,No,Mailed check,1,1
1408,46,73.56,7531.85,Two year,Fiber optic,No,Mailed check,2,0
1409,15,55.69,5419.41,One year,Fiber optic,Yes,Credit card,1,0
1410,25,55.38,2919.96,Month-to-month,DSL,No,Mailed check,3,0
1411,71,102.86,7506.69,Month-to-month,No,Yes,Credit card,2,0
1412,17,98.93,2219.02,One year,No,No,Credit card,2,0
1413,9,50.78,2670.74,One year,No,No,Credit card,0,1
1414,38,111.38,5612.45,Month-to-month,DSL,Yes,Bank transfer,1,0
1415,48,115.28,6127.22,Month-to-month,No,Yes,Credit card,2,0
1416,60,52.67,7436.64,Month-to-month,No,No,Mailed check,1,0
1417,63,55.44,1654.32,Two year,No,Yes,Bank transfer,1,0
1418,2,70.56,6388.02,Month-to-month,DSL,Yes,Mailed check,1,1
1419,11,114.11,5913.6,Month-to-month,Fiber optic,No,Bank transfer,6,1
1420,64,107.63,529.08,One year,No,Yes,Mailed check,0,0
1421,21,30.26,3110.04,Two year,Fiber optic,No,Electronic check,0,0
1422,18,59.27,2276.47,Two year,Fiber optic,No,Electronic check,2,0
1423,64,75.34,2449.83,Month-to-month,No,Yes,Electronic check,5,1
1424,38,70.31,7863.92,Month-to-month,Fiber optic,Yes,Mailed check,1,1
1425,32,39.39,5149.36,Month-to-month,Fiber optic,No,Bank transfer,1,1
1426,11,105.88,5747.06,Month-to-month,Fiber optic,No,Credit card,3,1
1427,45,87.69,7813.41,Two year,No,No,Credit card,1,0
1428,33,103.79,3030.07,Month-to-month,DSL,No,Mailed check,0,1
1429,41,105.88,6418.68,Month-to-month,Fiber optic,No,Mailed check,1,1
1430,8,94.84,3487.56,Month-to-month,Fiber optic,Yes,Mailed check,0,0
1431,11,63.92,6958.88,Month-to-month,Fiber optic,Yes,Mailed check,1,0
1432,51,81.05,1461.65,One year,Fiber optic,Yes,Credit card,3,1
1433,41,36.04,7582.54,Month-to-month,No,Yes,Bank transfer,1,0
1434,17,87.36,1765.8,Month-to-month,No,No,Credit card,2,1
1435,46,37.93,2623.24,Month-to-month,DSL,No,Mailed check,2,1
1436,32,89.39,6054.41,Month-to-month,Fiber optic,Yes,Electronic check,2,1
1437,54,42.96,3162.17,Month-to-month,DSL,No,Credit card,1,0
1438,20,31.76,4873.53,One year,DSL,Yes,Electronic check,2,0
1439,33,36.53,3567.7,One year,Fiber optic,No,Electronic check,1,1
1440,40,20.2,5944.11,One year,No,No,Mailed check,0,0
1441,32,91.87,1842.08,Two year,No,No,Credit card,0,0
1442,2,93.24,486.49,Two year,DSL,No,Bank transfer,3,0
1443,33,71.49,2413.44,Two year,DSL,Yes,Credit card,2,0
1444,30,36.14,3804.98,Month-to-month,Fiber optic,No,Bank transfer,1,1
1445,33,28.36,1360.8,Month-to-month,Fiber optic,No,Bank transfer,0,1
1446,26,21.91,2851.28,Month-to-month,DSL,No,Mailed check,2,1
1447,22,36.57,3211.86,Two year,No,No,Bank transfer,1,0
1448,66,109.09,477.99,Two year,No,No,Credit card,1,0
1449,38,44.15,4674.79,Two year,Fiber optic,No,Credit card,1,0
1450,46,55.43,7077.06,Month-to-month,No,No,Electronic check,2,1
1451,15,30.53,1230.91,Two year,Fiber optic,Yes,Bank transfer,3,0
1452,44,42.24,4790.51,Month-to-month,Fiber optic,No,Mailed check,3,1
1453,49,71.92,5324.62,Month-to-month,Fiber optic,No,Mailed check,0,1
1454,61,80.78,3366.29,Month-to-month,DSL,No,Credit card,2,0
1455,67,44.54,5614.76,Month-to-month,No,Yes,Bank transfer,3,0
1456,6,25.77,3297.64,Month-to-month,Fiber optic,No,Mailed check,3,1
1457,9,59.1,4047.01,Month-to-month,Fiber optic,Yes,Bank transfer,2,0
1458,6,43.42,78.68,Month-to-month,Fiber optic,No,Bank transfer,1,1
1459,32,41.96,5539.93,One year,DSL,No,Electronic check,2,0
1460,41,115.99,5297.51,Two year,DSL,No,Mailed check,2,0
1461,8,81.63,326.44,One year,Fiber optic,No,Electronic check,1,1
1462,50,75.69,2958.64,Month-to-month,Fiber optic,Yes,Mailed check,1,1
1463,62,61.58,7832.67,Two year,DSL,Yes,Bank transfer,1,0
1464,62,62.89,3377.48,Two year,Fiber optic,No,Mailed check,3,0
1465,7,74.09,4025.52,Month-to-month,Fiber optic,Yes,Credit card,1,0
1466,4,89.64,7281.24,Month-to-month,Fiber optic,No,Bank transfer,0,1
1467,6,90.21,5743.75,Month-to-month,Fiber optic,Yes,Mailed check,1,1
1468,58,37.17,4664.92,Month-to-month,No,No,Electronic check,5,0
1469,22,70.01,6386.48,One year,Fiber optic,No,Electronic check,0,1
1470,26,61.2,6917.64,Two year,Fiber optic,Yes,Bank transfer,0,0
1471,3,107.05,3665.97,Month-to-month,DSL,Yes,Electronic check,1,1
1472,41,83.14,3811.36,Two year,DSL,No,Bank transfer,3,0
1473,60,73.25,3100.69,Two year,DSL,No,Bank transfer,1,0
1474,14,31.54,7734.31,Two year,Fiber optic,No,Bank transfer,1,0
1475,12,80.56,5583.39,Month-to-month,DSL,No,Mailed check,1,1
1476,12,31.72,684.12,Two year,DSL,No,Bank transfer,0,0
1477,13,53.72,6906.42,Month-to-month,Fiber optic,Yes,Electronic check,1,1
1478,25,34.28,3854.87,One year,DSL,No,Credit card,1,1
1479,45,89.21,568.66,Month-to-month,DSL,Yes,Mailed check,1,1
1480,19,40.63,4406.74,Month-to-month,DSL,Yes,Electronic check,1,1
1481,55,59.19,3348.97,One year,Fiber optic,No,Bank transfer,1,0
1482,45,109.57,7024.44,Month-to-month,DSL,Yes,Bank transfer,0,1
1483,8,40.43,1647.88,Month-to-month,Fiber optic,Yes,Credit card,1,0
1484,53,70.78,6615.19,Month-to-month,Fiber optic,Yes,Electronic check,1,0
1485,55,61.93,4470.36,One year,Fiber optic,No,Mailed check,1,0
1486,32,21.81,455.79,Month-to-month,Fiber optic,No,Electronic check,1,1
1487,51,99.28,7775.33,Two year,No,No,Bank transfer,4,0
1488,44,26.9,4110.67,Month-to-month,DSL,No,Mailed check,0,1
1489,70,67.43,2341.2,Month-to-month,DSL,No,Bank transfer,0,1
1490,18,76.07,3765.87,Month-to-month,DSL,Yes,Bank transfer,1,1
1491,22,82.84,6865.71,Month-to-month,DSL,No,Electronic check,0,0
1492,37,88.86,2453.13,Month-to-month,DSL,Yes,Credit card,1,1
1493,56,45.33,1557.56,Month-to-month,DSL,Yes,Bank transfer,0,0
1494,59,21.0,1049.99,Two year,Fiber optic,Yes,Electronic check,2,0
1495,3,92.34,2396.92,One year,Fiber optic,No,Mailed check,2,1
1496,28,73.57,6244.78,Month-to-month,Fiber optic,Yes,Credit card,1,1
1497,35,103.61,3783.58,Month-to-month,Fiber optic,Yes,Bank transfer,1,0
1498,61,102.14,1835.3,Two year,DSL,Yes,Bank transfer,0,0
1499,54,104.33,1346.16,Month-to-month,DSL,Yes,Mailed check,0,0
1500,63,68.51,2675.18,Month-to-month,Fiber optic,No,Electronic check,3,1
1501,7,53.36,7520.6,One year,DSL,No,Bank transfer,3,0
1502,49,99.16,2757.35,One year,DSL,No,Mailed check,1,0
1503,31,65.13,7905.23,One year,Fiber optic,Yes,Bank transfer,0,0
1504,58,38.34,3892.14,Month-to-month,No,Yes,Electronic check,3,0
1505,61,105.5,1449.73,Month-to-month,Fiber optic,No,Credit card,2,1
1506,24,108.26,7131.3,One year,DSL,Yes,Electronic check,0,0
1507,20,66.63,3693.64,Month-to-month,No,No,Electronic check,3,1
1508,37,27.57,5683.18,Month-to-month,Fiber optic,Yes,Electronic check,0,0
1509,4,58.78,7870.02,Month-to-month,Fiber optic,No,Mailed check,2,1
1510,20,100.35,420.4,Month-to-month,No,Yes,Bank transfer,2,1
1511,60,110.18,791.62,Two year,Fiber optic,No,Credit card,0,0
1512,24,40.35,5769.24,Two year,DSL,No,Mailed check,2,0
1513,50,26.7,2268.96,One year,Fiber optic,No,Electronic check,3,0
1514,49,107.74,1490.73,Month-to-month,Fiber optic,Yes,Credit card,1,0
1515,51,58.94,334.11,Month-to-month,Fiber optic,No,Electronic check,0,0
1516,36,74.18,194.34,Month-to-month,Fiber optic,No,Electronic check,1,1
1517,66,116.81,6200.4,Month-to-month,No,Yes,Electronic check,3,1
1518,34,26.66,1092.78,Two year,No,Yes,Credit card,3,0
1519,36,84.83,3752.41,Month-to-month,No,No,Bank transfer,5,1
1520,6,27.41,4855.06,Month-to-month,No,Yes,Electronic check,2,0
1521,39,57.55,3438.25,Month-to-month,No,No,Bank transfer,1,0
1522,42,100.38,236.31,One year,DSL,Yes,Credit card,2,0
1523,58,63.35,6272.34,Month-to-month,DSL,No,Credit card,3,0
1524,12,119.72,103.9,Month-to-month,Fiber optic,Yes,Electronic check,2,1
1525,3,75.91,6099.88,Month-to-month,No,No,Bank transfer,2,1
1526,18,52.12,7148.57,Two year,Fiber optic,Yes,Bank transfer,1,0
